Date,Year,Month,Day,Day_of_Week,Sensor_ID,Sensor_Name,Daily_Counts
1/21/2017,2017,January,21,Saturday,2,Bourke Street Mall (South),26659
1/22/2017,2017,January,22,Sunday,2,Bourke Street Mall (South),23400
1/23/2017,2017,January,23,Monday,2,Bourke Street Mall (South),28346
1/24/2017,2017,January,24,Tuesday,2,Bourke Street Mall (South),29976
1/25/2017,2017,January,25,Wednesday,2,Bourke Street Mall (South),31282
1/26/2017,2017,January,26,Thursday,2,Bourke Street Mall (South),24860
1/27/2017,2017,January,27,Friday,2,Bourke Street Mall (South),30641
1/28/2017,2017,January,28,Saturday,2,Bourke Street Mall (South),27056
1/29/2017,2017,January,29,Sunday,2,Bourke Street Mall (South),21349
1/30/2017,2017,January,30,Monday,2,Bourke Street Mall (South),21702
1/31/2017,2017,January,31,Tuesday,2,Bourke Street Mall (South),23042
2/1/2017,2017,February,1,Wednesday,2,Bourke Street Mall (South),23659
2/2/2017,2017,February,2,Thursday,2,Bourke Street Mall (South),25647
2/3/2017,2017,February,3,Friday,2,Bourke Street Mall (South),28488
2/4/2017,2017,February,4,Saturday,2,Bourke Street Mall (South),22386
2/5/2017,2017,February,5,Sunday,2,Bourke Street Mall (South),18087
2/6/2017,2017,February,6,Monday,2,Bourke Street Mall (South),21577
2/7/2017,2017,February,7,Tuesday,2,Bourke Street Mall (South),22722
2/8/2017,2017,February,8,Wednesday,2,Bourke Street Mall (South),21508
2/9/2017,2017,February,9,Thursday,2,Bourke Street Mall (South),22509
2/10/2017,2017,February,10,Friday,2,Bourke Street Mall (South),28719
2/11/2017,2017,February,11,Saturday,2,Bourke Street Mall (South),26321
2/12/2017,2017,February,12,Sunday,2,Bourke Street Mall (South),19324
2/13/2017,2017,February,13,Monday,2,Bourke Street Mall (South),24347
2/14/2017,2017,February,14,Tuesday,2,Bourke Street Mall (South),26240
2/15/2017,2017,February,15,Wednesday,2,Bourke Street Mall (South),23562
2/16/2017,2017,February,16,Thursday,2,Bourke Street Mall (South),25512
2/17/2017,2017,February,17,Friday,2,Bourke Street Mall (South),28734
2/18/2017,2017,February,18,Saturday,2,Bourke Street Mall (South),36563
2/19/2017,2017,February,19,Sunday,2,Bourke Street Mall (South),21186
2/20/2017,2017,February,20,Monday,2,Bourke Street Mall (South),23020
2/21/2017,2017,February,21,Tuesday,2,Bourke Street Mall (South),23620
2/22/2017,2017,February,22,Wednesday,2,Bourke Street Mall (South),23944
2/23/2017,2017,February,23,Thursday,2,Bourke Street Mall (South),25765
2/24/2017,2017,February,24,Friday,2,Bourke Street Mall (South),29491
2/25/2017,2017,February,25,Saturday,2,Bourke Street Mall (South),28004
2/26/2017,2017,February,26,Sunday,2,Bourke Street Mall (South),22332
2/27/2017,2017,February,27,Monday,2,Bourke Street Mall (South),21384
2/28/2017,2017,February,28,Tuesday,2,Bourke Street Mall (South),21646
3/1/2017,2017,March,1,Wednesday,2,Bourke Street Mall (South),22318
3/2/2017,2017,March,2,Thursday,2,Bourke Street Mall (South),25265
3/3/2017,2017,March,3,Friday,2,Bourke Street Mall (South),28532
3/4/2017,2017,March,4,Saturday,2,Bourke Street Mall (South),26633
3/5/2017,2017,March,5,Sunday,2,Bourke Street Mall (South),19591
3/6/2017,2017,March,6,Monday,2,Bourke Street Mall (South),22440
3/7/2017,2017,March,7,Tuesday,2,Bourke Street Mall (South),22808
3/8/2017,2017,March,8,Wednesday,2,Bourke Street Mall (South),22881
3/9/2017,2017,March,9,Thursday,2,Bourke Street Mall (South),25486
3/10/2017,2017,March,10,Friday,2,Bourke Street Mall (South),31629
3/11/2017,2017,March,11,Saturday,2,Bourke Street Mall (South),28553
3/12/2017,2017,March,12,Sunday,2,Bourke Street Mall (South),25204
3/13/2017,2017,March,13,Monday,2,Bourke Street Mall (South),21066
3/14/2017,2017,March,14,Tuesday,2,Bourke Street Mall (South),20984
3/15/2017,2017,March,15,Wednesday,2,Bourke Street Mall (South),21602
3/16/2017,2017,March,16,Thursday,2,Bourke Street Mall (South),24855
3/17/2017,2017,March,17,Friday,2,Bourke Street Mall (South),31219
3/18/2017,2017,March,18,Saturday,2,Bourke Street Mall (South),29112
3/19/2017,2017,March,19,Sunday,2,Bourke Street Mall (South),21593
3/20/2017,2017,March,20,Monday,2,Bourke Street Mall (South),20633
3/21/2017,2017,March,21,Tuesday,2,Bourke Street Mall (South),20092
3/22/2017,2017,March,22,Wednesday,2,Bourke Street Mall (South),23805
3/23/2017,2017,March,23,Thursday,2,Bourke Street Mall (South),26429
3/24/2017,2017,March,24,Friday,2,Bourke Street Mall (South),29155
3/25/2017,2017,March,25,Saturday,2,Bourke Street Mall (South),25314
3/26/2017,2017,March,26,Sunday,2,Bourke Street Mall (South),19310
3/27/2017,2017,March,27,Monday,2,Bourke Street Mall (South),20572
3/28/2017,2017,March,28,Tuesday,2,Bourke Street Mall (South),22647
3/29/2017,2017,March,29,Wednesday,2,Bourke Street Mall (South),22574
3/30/2017,2017,March,30,Thursday,2,Bourke Street Mall (South),24970
3/31/2017,2017,March,31,Friday,2,Bourke Street Mall (South),30418
4/1/2017,2017,April,1,Saturday,2,Bourke Street Mall (South),29655
4/2/2017,2017,April,2,Sunday,2,Bourke Street Mall (South),23697
4/3/2017,2017,April,3,Monday,2,Bourke Street Mall (South),26595
4/4/2017,2017,April,4,Tuesday,2,Bourke Street Mall (South),25501
4/5/2017,2017,April,5,Wednesday,2,Bourke Street Mall (South),27014
4/6/2017,2017,April,6,Thursday,2,Bourke Street Mall (South),29432
4/7/2017,2017,April,7,Friday,2,Bourke Street Mall (South),32305
4/8/2017,2017,April,8,Saturday,2,Bourke Street Mall (South),26131
4/9/2017,2017,April,9,Sunday,2,Bourke Street Mall (South),18987
4/10/2017,2017,April,10,Monday,2,Bourke Street Mall (South),23056
4/11/2017,2017,April,11,Tuesday,2,Bourke Street Mall (South),27003
4/12/2017,2017,April,12,Wednesday,2,Bourke Street Mall (South),29048
4/13/2017,2017,April,13,Thursday,2,Bourke Street Mall (South),33355
4/14/2017,2017,April,14,Friday,2,Bourke Street Mall (South),15278
4/15/2017,2017,April,15,Saturday,2,Bourke Street Mall (South),32516
4/16/2017,2017,April,16,Sunday,2,Bourke Street Mall (South),22869
4/17/2017,2017,April,17,Monday,2,Bourke Street Mall (South),22258
4/18/2017,2017,April,18,Tuesday,2,Bourke Street Mall (South),24591
4/19/2017,2017,April,19,Wednesday,2,Bourke Street Mall (South),23939
4/20/2017,2017,April,20,Thursday,2,Bourke Street Mall (South),25900
4/21/2017,2017,April,21,Friday,2,Bourke Street Mall (South),28425
4/22/2017,2017,April,22,Saturday,2,Bourke Street Mall (South),28565
4/23/2017,2017,April,23,Sunday,2,Bourke Street Mall (South),22706
4/24/2017,2017,April,24,Monday,2,Bourke Street Mall (South),25877
4/25/2017,2017,April,25,Tuesday,2,Bourke Street Mall (South),18665
4/26/2017,2017,April,26,Wednesday,2,Bourke Street Mall (South),20309
4/27/2017,2017,April,27,Thursday,2,Bourke Street Mall (South),22934
4/28/2017,2017,April,28,Friday,2,Bourke Street Mall (South),27479
4/29/2017,2017,April,29,Saturday,2,Bourke Street Mall (South),26204
4/30/2017,2017,April,30,Sunday,2,Bourke Street Mall (South),20140
5/1/2017,2017,May,1,Monday,2,Bourke Street Mall (South),20568
5/2/2017,2017,May,2,Tuesday,2,Bourke Street Mall (South),19839
5/3/2017,2017,May,3,Wednesday,2,Bourke Street Mall (South),23343
5/4/2017,2017,May,4,Thursday,2,Bourke Street Mall (South),24652
5/5/2017,2017,May,5,Friday,2,Bourke Street Mall (South),27411
5/6/2017,2017,May,6,Saturday,2,Bourke Street Mall (South),25469
5/7/2017,2017,May,7,Sunday,2,Bourke Street Mall (South),19880
5/8/2017,2017,May,8,Monday,2,Bourke Street Mall (South),20048
5/9/2017,2017,May,9,Tuesday,2,Bourke Street Mall (South),20479
5/10/2017,2017,May,10,Wednesday,2,Bourke Street Mall (South),22338
5/11/2017,2017,May,11,Thursday,2,Bourke Street Mall (South),23242
5/12/2017,2017,May,12,Friday,2,Bourke Street Mall (South),28001
5/13/2017,2017,May,13,Saturday,2,Bourke Street Mall (South),25984
5/14/2017,2017,May,14,Sunday,2,Bourke Street Mall (South),19665
5/15/2017,2017,May,15,Monday,2,Bourke Street Mall (South),20095
5/16/2017,2017,May,16,Tuesday,2,Bourke Street Mall (South),19983
5/17/2017,2017,May,17,Wednesday,2,Bourke Street Mall (South),22826
5/18/2017,2017,May,18,Thursday,2,Bourke Street Mall (South),23146
5/19/2017,2017,May,19,Friday,2,Bourke Street Mall (South),25808
5/20/2017,2017,May,20,Saturday,2,Bourke Street Mall (South),26208
5/21/2017,2017,May,21,Sunday,2,Bourke Street Mall (South),19603
5/22/2017,2017,May,22,Monday,2,Bourke Street Mall (South),20231
5/23/2017,2017,May,23,Tuesday,2,Bourke Street Mall (South),20001
5/24/2017,2017,May,24,Wednesday,2,Bourke Street Mall (South),21589
5/25/2017,2017,May,25,Thursday,2,Bourke Street Mall (South),23190
5/26/2017,2017,May,26,Friday,2,Bourke Street Mall (South),27110
5/27/2017,2017,May,27,Saturday,2,Bourke Street Mall (South),25000
5/28/2017,2017,May,28,Sunday,2,Bourke Street Mall (South),17700
5/29/2017,2017,May,29,Monday,2,Bourke Street Mall (South),20049
5/30/2017,2017,May,30,Tuesday,2,Bourke Street Mall (South),19899
5/31/2017,2017,May,31,Wednesday,2,Bourke Street Mall (South),20635
6/1/2017,2017,June,1,Thursday,2,Bourke Street Mall (South),22029
6/2/2017,2017,June,2,Friday,2,Bourke Street Mall (South),26112
6/3/2017,2017,June,3,Saturday,2,Bourke Street Mall (South),25502
6/4/2017,2017,June,4,Sunday,2,Bourke Street Mall (South),18735
6/5/2017,2017,June,5,Monday,2,Bourke Street Mall (South),19995
6/6/2017,2017,June,6,Tuesday,2,Bourke Street Mall (South),19320
6/7/2017,2017,June,7,Wednesday,2,Bourke Street Mall (South),21306
6/8/2017,2017,June,8,Thursday,2,Bourke Street Mall (South),23531
6/9/2017,2017,June,9,Friday,2,Bourke Street Mall (South),32324
6/10/2017,2017,June,10,Saturday,2,Bourke Street Mall (South),30092
6/11/2017,2017,June,11,Sunday,2,Bourke Street Mall (South),25240
6/12/2017,2017,June,12,Monday,2,Bourke Street Mall (South),19661
6/13/2017,2017,June,13,Tuesday,2,Bourke Street Mall (South),20191
6/14/2017,2017,June,14,Wednesday,2,Bourke Street Mall (South),21406
6/15/2017,2017,June,15,Thursday,2,Bourke Street Mall (South),22728
6/16/2017,2017,June,16,Friday,2,Bourke Street Mall (South),28624
6/17/2017,2017,June,17,Saturday,2,Bourke Street Mall (South),25171
6/18/2017,2017,June,18,Sunday,2,Bourke Street Mall (South),18717
6/19/2017,2017,June,19,Monday,2,Bourke Street Mall (South),20603
6/20/2017,2017,June,20,Tuesday,2,Bourke Street Mall (South),21177
6/21/2017,2017,June,21,Wednesday,2,Bourke Street Mall (South),21108
6/22/2017,2017,June,22,Thursday,2,Bourke Street Mall (South),23361
6/23/2017,2017,June,23,Friday,2,Bourke Street Mall (South),27741
6/24/2017,2017,June,24,Saturday,2,Bourke Street Mall (South),26912
6/25/2017,2017,June,25,Sunday,2,Bourke Street Mall (South),21566
6/26/2017,2017,June,26,Monday,2,Bourke Street Mall (South),21928
6/27/2017,2017,June,27,Tuesday,2,Bourke Street Mall (South),21898
6/28/2017,2017,June,28,Wednesday,2,Bourke Street Mall (South),22948
6/29/2017,2017,June,29,Thursday,2,Bourke Street Mall (South),23674
6/30/2017,2017,June,30,Friday,2,Bourke Street Mall (South),28661
7/1/2017,2017,July,1,Saturday,2,Bourke Street Mall (South),25310
7/2/2017,2017,July,2,Sunday,2,Bourke Street Mall (South),21973
7/3/2017,2017,July,3,Monday,2,Bourke Street Mall (South),23566
7/4/2017,2017,July,4,Tuesday,2,Bourke Street Mall (South),24608
7/5/2017,2017,July,5,Wednesday,2,Bourke Street Mall (South),26380
7/6/2017,2017,July,6,Thursday,2,Bourke Street Mall (South),28856
7/7/2017,2017,July,7,Friday,2,Bourke Street Mall (South),32468
7/8/2017,2017,July,8,Saturday,2,Bourke Street Mall (South),27673
7/9/2017,2017,July,9,Sunday,2,Bourke Street Mall (South),22676
7/10/2017,2017,July,10,Monday,2,Bourke Street Mall (South),25382
7/11/2017,2017,July,11,Tuesday,2,Bourke Street Mall (South),24648
7/12/2017,2017,July,12,Wednesday,2,Bourke Street Mall (South),26131
7/13/2017,2017,July,13,Thursday,2,Bourke Street Mall (South),26943
7/14/2017,2017,July,14,Friday,2,Bourke Street Mall (South),29710
7/15/2017,2017,July,15,Saturday,2,Bourke Street Mall (South),26261
7/16/2017,2017,July,16,Sunday,2,Bourke Street Mall (South),18926
7/17/2017,2017,July,17,Monday,2,Bourke Street Mall (South),20463
7/18/2017,2017,July,18,Tuesday,2,Bourke Street Mall (South),19502
7/19/2017,2017,July,19,Wednesday,2,Bourke Street Mall (South),20516
7/20/2017,2017,July,20,Thursday,2,Bourke Street Mall (South),20768
7/21/2017,2017,July,21,Friday,2,Bourke Street Mall (South),27227
7/22/2017,2017,July,22,Saturday,2,Bourke Street Mall (South),23542
7/23/2017,2017,July,23,Sunday,2,Bourke Street Mall (South),19238
7/24/2017,2017,July,24,Monday,2,Bourke Street Mall (South),20773
7/25/2017,2017,July,25,Tuesday,2,Bourke Street Mall (South),19776
7/26/2017,2017,July,26,Wednesday,2,Bourke Street Mall (South),20848
7/27/2017,2017,July,27,Thursday,2,Bourke Street Mall (South),22677
7/28/2017,2017,July,28,Friday,2,Bourke Street Mall (South),27561
7/29/2017,2017,July,29,Saturday,2,Bourke Street Mall (South),26665
7/30/2017,2017,July,30,Sunday,2,Bourke Street Mall (South),21352
7/31/2017,2017,July,31,Monday,2,Bourke Street Mall (South),20341
8/1/2017,2017,August,1,Tuesday,2,Bourke Street Mall (South),19931
8/2/2017,2017,August,2,Wednesday,2,Bourke Street Mall (South),21119
8/3/2017,2017,August,3,Thursday,2,Bourke Street Mall (South),21082
8/4/2017,2017,August,4,Friday,2,Bourke Street Mall (South),27248
8/5/2017,2017,August,5,Saturday,2,Bourke Street Mall (South),25941
8/6/2017,2017,August,6,Sunday,2,Bourke Street Mall (South),17543
8/7/2017,2017,August,7,Monday,2,Bourke Street Mall (South),19871
8/8/2017,2017,August,8,Tuesday,2,Bourke Street Mall (South),20467
8/9/2017,2017,August,9,Wednesday,2,Bourke Street Mall (South),21084
8/10/2017,2017,August,10,Thursday,2,Bourke Street Mall (South),22825
8/11/2017,2017,August,11,Friday,2,Bourke Street Mall (South),27468
8/12/2017,2017,August,12,Saturday,2,Bourke Street Mall (South),25439
8/13/2017,2017,August,13,Sunday,2,Bourke Street Mall (South),21518
8/14/2017,2017,August,14,Monday,2,Bourke Street Mall (South),21205
8/15/2017,2017,August,15,Tuesday,2,Bourke Street Mall (South),18964
8/16/2017,2017,August,16,Wednesday,2,Bourke Street Mall (South),23122
8/17/2017,2017,August,17,Thursday,2,Bourke Street Mall (South),22656
8/18/2017,2017,August,18,Friday,2,Bourke Street Mall (South),23955
8/19/2017,2017,August,19,Saturday,2,Bourke Street Mall (South),24573
8/20/2017,2017,August,20,Sunday,2,Bourke Street Mall (South),20254
8/21/2017,2017,August,21,Monday,2,Bourke Street Mall (South),18266
8/22/2017,2017,August,22,Tuesday,2,Bourke Street Mall (South),20548
8/23/2017,2017,August,23,Wednesday,2,Bourke Street Mall (South),19537
8/24/2017,2017,August,24,Thursday,2,Bourke Street Mall (South),23116
8/25/2017,2017,August,25,Friday,2,Bourke Street Mall (South),27780
8/26/2017,2017,August,26,Saturday,2,Bourke Street Mall (South),27483
8/27/2017,2017,August,27,Sunday,2,Bourke Street Mall (South),17118
8/28/2017,2017,August,28,Monday,2,Bourke Street Mall (South),19783
8/29/2017,2017,August,29,Tuesday,2,Bourke Street Mall (South),19653
8/30/2017,2017,August,30,Wednesday,2,Bourke Street Mall (South),21027
8/31/2017,2017,August,31,Thursday,2,Bourke Street Mall (South),23619
9/1/2017,2017,September,1,Friday,2,Bourke Street Mall (South),32422
9/2/2017,2017,September,2,Saturday,2,Bourke Street Mall (South),25002
9/3/2017,2017,September,3,Sunday,2,Bourke Street Mall (South),18075
9/4/2017,2017,September,4,Monday,2,Bourke Street Mall (South),18753
9/5/2017,2017,September,5,Tuesday,2,Bourke Street Mall (South),19493
9/6/2017,2017,September,6,Wednesday,2,Bourke Street Mall (South),20094
9/7/2017,2017,September,7,Thursday,2,Bourke Street Mall (South),21398
9/8/2017,2017,September,8,Friday,2,Bourke Street Mall (South),25940
9/9/2017,2017,September,9,Saturday,2,Bourke Street Mall (South),24999
9/10/2017,2017,September,10,Sunday,2,Bourke Street Mall (South),18626
9/11/2017,2017,September,11,Monday,2,Bourke Street Mall (South),19475
9/12/2017,2017,September,12,Tuesday,2,Bourke Street Mall (South),19143
9/13/2017,2017,September,13,Wednesday,2,Bourke Street Mall (South),20085
9/14/2017,2017,September,14,Thursday,2,Bourke Street Mall (South),21875
9/15/2017,2017,September,15,Friday,2,Bourke Street Mall (South),24843
9/16/2017,2017,September,16,Saturday,2,Bourke Street Mall (South),23858
9/17/2017,2017,September,17,Sunday,2,Bourke Street Mall (South),20493
9/18/2017,2017,September,18,Monday,2,Bourke Street Mall (South),20143
9/19/2017,2017,September,19,Tuesday,2,Bourke Street Mall (South),20867
9/20/2017,2017,September,20,Wednesday,2,Bourke Street Mall (South),22682
9/21/2017,2017,September,21,Thursday,2,Bourke Street Mall (South),24412
9/22/2017,2017,September,22,Friday,2,Bourke Street Mall (South),30026
9/23/2017,2017,September,23,Saturday,2,Bourke Street Mall (South),26994
9/24/2017,2017,September,24,Sunday,2,Bourke Street Mall (South),21484
9/25/2017,2017,September,25,Monday,2,Bourke Street Mall (South),23841
9/26/2017,2017,September,26,Tuesday,2,Bourke Street Mall (South),26283
9/27/2017,2017,September,27,Wednesday,2,Bourke Street Mall (South),26629
9/28/2017,2017,September,28,Thursday,2,Bourke Street Mall (South),30202
9/29/2017,2017,September,29,Friday,2,Bourke Street Mall (South),29146
9/30/2017,2017,September,30,Saturday,2,Bourke Street Mall (South),22216
10/1/2017,2017,October,1,Sunday,2,Bourke Street Mall (South),20518
10/2/2017,2017,October,2,Monday,2,Bourke Street Mall (South),25031
10/3/2017,2017,October,3,Tuesday,2,Bourke Street Mall (South),25763
10/4/2017,2017,October,4,Wednesday,2,Bourke Street Mall (South),27213
10/5/2017,2017,October,5,Thursday,2,Bourke Street Mall (South),26491
10/6/2017,2017,October,6,Friday,2,Bourke Street Mall (South),30400
10/7/2017,2017,October,7,Saturday,2,Bourke Street Mall (South),26391
10/8/2017,2017,October,8,Sunday,2,Bourke Street Mall (South),19183
10/9/2017,2017,October,9,Monday,2,Bourke Street Mall (South),20465
10/10/2017,2017,October,10,Tuesday,2,Bourke Street Mall (South),22724
10/11/2017,2017,October,11,Wednesday,2,Bourke Street Mall (South),22142
10/12/2017,2017,October,12,Thursday,2,Bourke Street Mall (South),24552
10/13/2017,2017,October,13,Friday,2,Bourke Street Mall (South),28944
10/14/2017,2017,October,14,Saturday,2,Bourke Street Mall (South),28815
10/15/2017,2017,October,15,Sunday,2,Bourke Street Mall (South),22268
10/16/2017,2017,October,16,Monday,2,Bourke Street Mall (South),23175
10/17/2017,2017,October,17,Tuesday,2,Bourke Street Mall (South),22970
10/18/2017,2017,October,18,Wednesday,2,Bourke Street Mall (South),23596
10/19/2017,2017,October,19,Thursday,2,Bourke Street Mall (South),23320
10/20/2017,2017,October,20,Friday,2,Bourke Street Mall (South),29740
10/21/2017,2017,October,21,Saturday,2,Bourke Street Mall (South),24631
10/22/2017,2017,October,22,Sunday,2,Bourke Street Mall (South),19764
10/23/2017,2017,October,23,Monday,2,Bourke Street Mall (South),23539
10/24/2017,2017,October,24,Tuesday,2,Bourke Street Mall (South),22712
10/25/2017,2017,October,25,Wednesday,2,Bourke Street Mall (South),23402
10/26/2017,2017,October,26,Thursday,2,Bourke Street Mall (South),25409
10/27/2017,2017,October,27,Friday,2,Bourke Street Mall (South),30840
10/28/2017,2017,October,28,Saturday,2,Bourke Street Mall (South),26552
10/29/2017,2017,October,29,Sunday,2,Bourke Street Mall (South),19592
10/30/2017,2017,October,30,Monday,2,Bourke Street Mall (South),21177
10/31/2017,2017,October,31,Tuesday,2,Bourke Street Mall (South),22484
11/1/2017,2017,November,1,Wednesday,2,Bourke Street Mall (South),22356
11/2/2017,2017,November,2,Thursday,2,Bourke Street Mall (South),24080
11/3/2017,2017,November,3,Friday,2,Bourke Street Mall (South),29972
11/4/2017,2017,November,4,Saturday,2,Bourke Street Mall (South),26662
11/5/2017,2017,November,5,Sunday,2,Bourke Street Mall (South),22079
11/6/2017,2017,November,6,Monday,2,Bourke Street Mall (South),36185
11/7/2017,2017,November,7,Tuesday,2,Bourke Street Mall (South),16296
11/8/2017,2017,November,8,Wednesday,2,Bourke Street Mall (South),27169
11/9/2017,2017,November,9,Thursday,2,Bourke Street Mall (South),26250
11/10/2017,2017,November,10,Friday,2,Bourke Street Mall (South),32519
11/11/2017,2017,November,11,Saturday,2,Bourke Street Mall (South),26340
11/12/2017,2017,November,12,Sunday,2,Bourke Street Mall (South),20863
11/13/2017,2017,November,13,Monday,2,Bourke Street Mall (South),23544
11/14/2017,2017,November,14,Tuesday,2,Bourke Street Mall (South),22934
11/15/2017,2017,November,15,Wednesday,2,Bourke Street Mall (South),24063
11/16/2017,2017,November,16,Thursday,2,Bourke Street Mall (South),26770
11/17/2017,2017,November,17,Friday,2,Bourke Street Mall (South),35832
11/18/2017,2017,November,18,Saturday,2,Bourke Street Mall (South),30445
11/19/2017,2017,November,19,Sunday,2,Bourke Street Mall (South),25475
11/20/2017,2017,November,20,Monday,2,Bourke Street Mall (South),26423
11/21/2017,2017,November,21,Tuesday,2,Bourke Street Mall (South),20058
11/22/2017,2017,November,22,Wednesday,2,Bourke Street Mall (South),22729
11/23/2017,2017,November,23,Thursday,2,Bourke Street Mall (South),30904
11/24/2017,2017,November,24,Friday,2,Bourke Street Mall (South),41264
11/25/2017,2017,November,25,Saturday,2,Bourke Street Mall (South),31129
11/26/2017,2017,November,26,Sunday,2,Bourke Street Mall (South),25762
11/27/2017,2017,November,27,Monday,2,Bourke Street Mall (South),28370
11/28/2017,2017,November,28,Tuesday,2,Bourke Street Mall (South),26583
11/29/2017,2017,November,29,Wednesday,2,Bourke Street Mall (South),24588
11/30/2017,2017,November,30,Thursday,2,Bourke Street Mall (South),26974
12/1/2017,2017,December,1,Friday,2,Bourke Street Mall (South),24528
12/2/2017,2017,December,2,Saturday,2,Bourke Street Mall (South),22308
12/3/2017,2017,December,3,Sunday,2,Bourke Street Mall (South),23553
12/4/2017,2017,December,4,Monday,2,Bourke Street Mall (South),27181
12/5/2017,2017,December,5,Tuesday,2,Bourke Street Mall (South),28816
12/6/2017,2017,December,6,Wednesday,2,Bourke Street Mall (South),34201
12/7/2017,2017,December,7,Thursday,2,Bourke Street Mall (South),31287
12/8/2017,2017,December,8,Friday,2,Bourke Street Mall (South),36579
12/9/2017,2017,December,9,Saturday,2,Bourke Street Mall (South),38360
12/10/2017,2017,December,10,Sunday,2,Bourke Street Mall (South),32091
12/11/2017,2017,December,11,Monday,2,Bourke Street Mall (South),33833
12/12/2017,2017,December,12,Tuesday,2,Bourke Street Mall (South),32878
12/13/2017,2017,December,13,Wednesday,2,Bourke Street Mall (South),28817
12/14/2017,2017,December,14,Thursday,2,Bourke Street Mall (South),35836
12/15/2017,2017,December,15,Friday,2,Bourke Street Mall (South),40730
12/16/2017,2017,December,16,Saturday,2,Bourke Street Mall (South),39361
12/17/2017,2017,December,17,Sunday,2,Bourke Street Mall (South),34217
12/18/2017,2017,December,18,Monday,2,Bourke Street Mall (South),34761
12/19/2017,2017,December,19,Tuesday,2,Bourke Street Mall (South),31456
12/20/2017,2017,December,20,Wednesday,2,Bourke Street Mall (South),39018
12/21/2017,2017,December,21,Thursday,2,Bourke Street Mall (South),43108
12/22/2017,2017,December,22,Friday,2,Bourke Street Mall (South),43481
12/23/2017,2017,December,23,Saturday,2,Bourke Street Mall (South),39221
12/24/2017,2017,December,24,Sunday,2,Bourke Street Mall (South),35487
12/25/2017,2017,December,25,Monday,2,Bourke Street Mall (South),12709
12/26/2017,2017,December,26,Tuesday,2,Bourke Street Mall (South),54570
12/27/2017,2017,December,27,Wednesday,2,Bourke Street Mall (South),29708
12/28/2017,2017,December,28,Thursday,2,Bourke Street Mall (South),31233
12/29/2017,2017,December,29,Friday,2,Bourke Street Mall (South),30571
12/30/2017,2017,December,30,Saturday,2,Bourke Street Mall (South),29196
12/31/2017,2017,December,31,Sunday,2,Bourke Street Mall (South),27968
1/1/2018,2018,January,1,Monday,2,Bourke Street Mall (South),19075
1/2/2018,2018,January,2,Tuesday,2,Bourke Street Mall (South),26258
1/3/2018,2018,January,3,Wednesday,2,Bourke Street Mall (South),26308
1/4/2018,2018,January,4,Thursday,2,Bourke Street Mall (South),27391
1/5/2018,2018,January,5,Friday,2,Bourke Street Mall (South),27063
1/6/2018,2018,January,6,Saturday,2,Bourke Street Mall (South),16168
1/7/2018,2018,January,7,Sunday,2,Bourke Street Mall (South),20227
1/8/2018,2018,January,8,Monday,2,Bourke Street Mall (South),24145
1/9/2018,2018,January,9,Tuesday,2,Bourke Street Mall (South),25226
1/10/2018,2018,January,10,Wednesday,2,Bourke Street Mall (South),26068
1/11/2018,2018,January,11,Thursday,2,Bourke Street Mall (South),23526
1/12/2018,2018,January,12,Friday,2,Bourke Street Mall (South),26088
1/13/2018,2018,January,13,Saturday,2,Bourke Street Mall (South),22076
1/14/2018,2018,January,14,Sunday,2,Bourke Street Mall (South),22140
1/15/2018,2018,January,15,Monday,2,Bourke Street Mall (South),23727
1/16/2018,2018,January,16,Tuesday,2,Bourke Street Mall (South),25293
1/17/2018,2018,January,17,Wednesday,2,Bourke Street Mall (South),25626
1/18/2018,2018,January,18,Thursday,2,Bourke Street Mall (South),23038
1/19/2018,2018,January,19,Friday,2,Bourke Street Mall (South),24298
1/20/2018,2018,January,20,Saturday,2,Bourke Street Mall (South),25727
1/21/2018,2018,January,21,Sunday,2,Bourke Street Mall (South),19744
1/22/2018,2018,January,22,Monday,2,Bourke Street Mall (South),25384
1/23/2018,2018,January,23,Tuesday,2,Bourke Street Mall (South),25841
1/24/2018,2018,January,24,Wednesday,2,Bourke Street Mall (South),26232
1/25/2018,2018,January,25,Thursday,2,Bourke Street Mall (South),28106
1/26/2018,2018,January,26,Friday,2,Bourke Street Mall (South),20470
1/27/2018,2018,January,27,Saturday,2,Bourke Street Mall (South),21581
1/28/2018,2018,January,28,Sunday,2,Bourke Street Mall (South),14282
1/29/2018,2018,January,29,Monday,2,Bourke Street Mall (South),19779
1/30/2018,2018,January,30,Tuesday,2,Bourke Street Mall (South),21532
1/31/2018,2018,January,31,Wednesday,2,Bourke Street Mall (South),21613
2/1/2018,2018,February,1,Thursday,2,Bourke Street Mall (South),22659
2/2/2018,2018,February,2,Friday,2,Bourke Street Mall (South),25522
2/3/2018,2018,February,3,Saturday,2,Bourke Street Mall (South),23256
2/4/2018,2018,February,4,Sunday,2,Bourke Street Mall (South),17956
2/5/2018,2018,February,5,Monday,2,Bourke Street Mall (South),21269
2/6/2018,2018,February,6,Tuesday,2,Bourke Street Mall (South),21554
2/7/2018,2018,February,7,Wednesday,2,Bourke Street Mall (South),19931
2/8/2018,2018,February,8,Thursday,2,Bourke Street Mall (South),24631
2/9/2018,2018,February,9,Friday,2,Bourke Street Mall (South),27557
2/10/2018,2018,February,10,Saturday,2,Bourke Street Mall (South),25276
2/11/2018,2018,February,11,Sunday,2,Bourke Street Mall (South),19003
